customer_id,month,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch
100566,4,12,1436.92,11,1,0,1,0
100566,5,21,1320.72,13,0,1,1,0
100566,6,19,2260.24,8,0,0,1,0
100567,1,7,275.9,10,0,1,1,0
100567,2,7,660.16,15,0,1,1,0
100567,3,9,782.87,12,0,0,1,0
100567,4,5,308.02,4,2,0,1,0
100567,5,7,893.66,13,0,1,1,0
100567,6,9,1060.09,4,2,0,1,0
100568,1,17,765.82,14,0,0,1,0
100568,2,25,978.82,13,0,1,1,0
100568,3,21,2076.92,23,0,0,1,0
100568,4,18,2188.87,8,1,1,1,0
100568,5,35,3149.91,13,0,0,1,0
100568,6,36,1576.53,16,1,0,0,0
100569,1,9,1142.87,14,1,0,1,0
100569,2,18,1856.32,11,0,0,0,0
100569,3,17,1436.0,9,1,0,1,0
100569,4,20,708.18,13,0,1,1,0
100569,5,12,383.71,9,0,0,1,0
100569,6,13,1793.53,26,1,1,0,0
100570,1,16,1921.16,15,1,0,0,1
100570,2,12,253.92,11,0,1,1,0
100570,3,13,475.8,13,0,0,0,0
100570,4,16,1737.73,17,0,0,1,0
100570,5,13,602.56,14,0,1,1,0
100570,6,16,981.25,10,1,0,1,0
100571,1,16,2198.92,7,0,0,1,0
100571,2,19,1165.61,6,0,0,1,0
100571,3,21,1672.01,6,0,0,1,1
100571,4,15,430.88,11,1,0,1,0
100571,5,10,399.71,7,1,0,0,0
100571,6,11,1605.86,7,0,0,0,0
100572,1,33,2452.21,10,0,0,1,0
100572,2,20,2314.83,11,1,0,1,0
100572,3,16,1830.84,11,2,1,0,1
100572,4,33,3630.51,10,0,1,1,1
100572,5,18,950.65,17,0,1,0,0
100572,6,14,1222.67,4,0,1,1,0
100573,1,6,552.7,13,0,0,1,0
100573,2,10,1467.51,19,0,1,1,0
100573,3,6,505.23,8,0,1,1,0
100573,4,9,689.92,16,1,1,0,1
100573,5,11,1283.28,13,0,1,1,0
100573,6,11,1327.94,9,0,0,1,0
100574,1,9,541.6,13,0,0,0,0
100574,2,5,575.45,15,1,0,1,0
100574,3,8,974.11,16,1,1,0,0
100574,4,9,842.84,12,1,0,0,0
100574,5,6,417.18,13,1,0,1,0
100574,6,7,625.93,12,0,0,0,0
100575,1,5,394.41,11,0,1,0,0
100575,2,3,86.67,19,0,1,1,0
100575,3,5,169.26,11,0,0,1,0
100575,4,2,289.18,2,0,1,1,0
100575,5,6,267.73,13,1,0,1,0
100575,6,4,122.68,13,0,1,0,1
100576,1,13,1694.28,12,0,0,0,0
100576,2,11,273.04,10,0,0,1,1
100576,3,10,995.77,14,1,0,1,0
100576,4,6,494.33,18,0,0,1,0
100576,5,7,630.66,23,0,0,1,0
100576,6,9,980.81,7,0,1,1,0
100577,1,12,1544.66,8,0,1,1,0
100577,2,13,1060.35,4,0,1,1,0
100577,3,7,587.86,10,0,0,1,0
100577,4,9,212.08,12,0,1,1,0
100577,5,9,362.44,16,0,1,1,0
100577,6,12,556.64,14,2,0,0,0
100578,1,10,1239.19,10,0,0,1,0
100578,2,10,882.51,12,0,0,0,0
100578,3,11,310.62,6,1,1,1,0
100578,4,7,221.67,12,0,1,0,0
100578,5,12,775.2,13,0,0,1,0
100578,6,13,1339.3,19,2,0,0,0
100579,1,25,1360.22,5,0,0,1,1
100579,2,13,415.06,19,0,1,1,0
100579,3,19,2770.43,15,0,0,1,0
100579,4,13,1384.11,20,2,0,1,0
100579,5,14,1502.0,6,0,0,0,0
100579,6,15,1449.2,15,0,1,1,0
100580,1,4,167.73,8,0,0,1,0
100580,2,7,733.78,11,0,1,1,0
100580,3,5,708.29,9,0,1,1,0
100580,4,5,308.88,10,0,0,1,1
100580,5,4,96.38,20,0,1,1,1
100580,6,7,635.8,8,0,0,0,0
100581,1,5,452.83,21,1,0,0,0
100581,2,12,792.31,7,0,0,1,1
100581,3,5,642.52,18,0,0,0,0
100581,4,5,565.48,18,1,0,0,1
100581,5,8,385.86,18,0,1,1,0
100581,6,9,395.7,7,1,0,0,0
100582,1,11,908.39,11,0,1,1,1
100582,2,14,1849.47,8,0,1,1,0
100582,3,9,574.38,18,0,1,1,1
100582,4,14,1424.64,7,0,0,1,0
100582,5,14,1342.55,9,0,0,0,0
100582,6,13,454.51,21,0,0,1,0
100583,1,12,1057.83,8,0,0,1,0
100583,2,30,2284.38,22,0,0,1,0
100583,3,18,1369.4,8,2,0,1,1
100583,4,28,2608.35,15,1,1,0,0
100583,5,31,1872.61,7,2,0,1,1
100583,6,16,933.33,22,1,0,0,0
100584,1,7,268.51,8,1,1,0,0
100584,2,6,258.78,16,0,0,0,0
100584,3,4,190.07,8,0,1,1,0
100584,4,8,746.21,9,0,1,1,0
100584,5,6,336.59,18,1,0,1,1
100584,6,7,361.5,17,0,1,0,0
100585,1,13,1230.95,9,1,1,1,0
100585,2,14,1010.53,6,0,0,1,0
100585,3,16,1527.92,11,0,0,0,0
100585,4,19,409.04,19,0,0,1,0
100585,5,12,1680.73,13,0,0,1,0
100585,6,23,3202.58,16,0,0,1,1
100586,1,11,769.09,11,0,1,1,0
100586,2,11,249.51,8,0,0,0,1
100586,3,19,1340.93,12,1,0,0,0
100586,4,16,2088.5,11,0,0,0,1
100586,5,19,2400.26,5,0,0,0,0
100586,6,13,1089.21,13,0,0,1,1
100587,1,6,607.63,8,1,1,1,0
100587,2,7,677.07,11,1,1,1,0
100587,3,4,570.25,12,0,0,1,0
100587,4,10,1174.26,6,1,0,0,0
100587,5,11,1216.71,16,2,0,1,0
100587,6,6,142.49,6,1,0,1,0
100588,1,10,368.8,7,1,0,1,1
100588,2,13,745.41,20,2,0,0,0
100588,3,8,325.34,8,1,0,1,1
100588,4,14,1140.47,14,0,0,0,0
100588,5,9,275.23,13,1,0,0,0
100588,6,13,1596.86,10,0,0,1,0
100589,1,2,183.44,10,1,1,1,0
100589,2,3,309.48,12,0,1,0,0
100589,3,2,211.25,7,1,1,1,0
100589,4,3,164.44,13,0,0,1,0
100589,5,4,200.01,9,1,1,0,0
100589,6,3,102.04,20,0,1,1,0
100590,1,3,222.92,20,1,0,0,1
100590,2,4,402.91,10,1,0,1,0
100590,3,5,717.97,11,0,0,1,1
100590,4,5,567.74,10,1,0,1,0
100590,5,7,244.41,16,0,0,1,0
100590,6,5,546.86,8,1,1,1,0
100591,1,12,761.14,10,1,0,1,0
100591,2,7,575.01,13,1,0,0,1
100591,3,6,631.23,9,0,0,0,0
100591,4,12,1551.26,11,0,1,1,1
100591,5,5,549.45,17,0,0,1,0
100591,6,5,599.05,6,0,0,1,0
100592,1,18,2485.37,7,0,0,1,0
100592,2,18,2475.38,11,2,1,1,1
100592,3,10,655.02,11,0,0,1,0
100592,4,17,2087.3,13,0,0,1,0
100592,5,15,547.32,18,3,0,1,1
100592,6,13,423.72,8,0,1,0,0
100593,1,3,297.62,9,0,1,1,0
100593,2,3,363.05,6,0,1,1,0
100593,3,4,432.75,8,1,0,1,0
100593,4,3,373.71,6,2,1,1,0
100593,5,6,760.75,10,0,0,0,0
100593,6,5,296.84,13,0,1,1,1
100594,1,7,604.68,3,0,0,0,0
100594,2,11,1102.04,12,0,1,1,1
100594,3,9,800.52,16,0,0,1,0
100594,4,4,532.1,11,0,0,0,0
100594,5,11,357.05,17,0,0,1,0
100594,6,11,1560.11,18,0,1,0,0
100595,1,10,1413.59,13,0,0,0,0
100595,2,19,2036.31,19,1,1,1,0
100595,3,14,678.27,9,3,1,0,0
100595,4,18,2682.35,12,0,1,1,0
100595,5,11,1139.63,18,0,0,1,0
100595,6,21,2229.68,21,0,1,0,0
100596,1,4,178.48,8,0,0,0,1
100596,2,10,1104.43,14,0,1,1,0
100596,3,11,699.25,7,0,1,0,0
100596,4,4,204.46,16,0,0,1,0
100596,5,10,258.15,9,0,1,1,1
100596,6,10,449.13,8,0,0,0,0
100597,1,16,757.68,23,1,0,0,0
100597,2,13,1194.36,9,0,1,1,0
100597,3,8,1077.75,16,0,0,1,0
100597,4,10,982.41,11,1,1,1,0
100597,5,7,348.85,11,0,0,0,0
100597,6,7,335.61,4,2,0,1,0
100598,1,20,854.18,14,1,1,1,1
100598,2,27,2073.06,14,0,0,0,0
100598,3,22,1949.67,13,0,0,0,0
100598,4,28,728.18,9,1,1,1,0
100598,5,23,1029.05,11,0,0,0,0
100598,6,24,1545.26,5,0,1,0,0
100599,1,16,812.07,3,1,1,1,1
100599,2,16,2093.68,17,0,1,0,0
100599,3,17,1111.08,11,0,0,0,1
100599,4,7,447.42,10,0,0,1,1
100599,5,17,1899.57,14,0,0,1,0
100599,6,16,715.15,7,1,0,1,0
100600,1,4,110.24,10,0,1,1,0
100600,2,11,1300.83,9,0,0,0,0
100600,3,6,863.81,9,0,1,1,1
100600,4,11,1184.68,11,1,0,0,0
100600,5,12,1686.46,12,1,1,1,0
100600,6,5,666.78,11,1,1,1,1
100601,1,15,1080.33,12,1,0,1,0
100601,2,19,2408.0,15,0,0,0,0
100601,3,19,2809.82,11,0,1,0,0
100601,4,10,862.79,9,0,1,0,0
100601,5,20,887.38,12,0,0,0,0
100601,6,15,443.62,26,0,0,1,1
100602,1,22,1912.9,17,0,1,0,0
100602,2,12,276.72,18,1,0,0,0
100602,3,24,2535.98,6,0,0,1,0
100602,4,28,576.27,15,1,0,1,0
100602,5,15,1409.62,9,1,0,1,0
100602,6,25,2370.91,14,1,0,1,0
100603,1,9,557.92,10,0,0,1,0
100603,2,10,1447.02,11,0,0,1,0
100603,3,12,1620.79,6,0,0,1,0
100603,4,5,658.62,8,0,1,1,0
100603,5,9,1126.79,14,2,0,1,0
100603,6,5,333.93,10,0,0,0,0
100604,1,22,2265.91,10,0,0,1,0
100604,2,13,829.62,13,0,1,1,0
100604,3,23,3346.02,8,0,1,0,0
100604,4,12,1361.5,15,1,0,1,0
100604,5,29,3999.26,12,0,1,1,0
100604,6,27,3056.35,17,0,1,1,0
100605,1,12,589.47,11,1,0,1,0
100605,2,15,2079.45,12,0,0,0,0
100605,3,21,2543.18,11,0,1,1,0
100605,4,21,1324.09,11,0,1,1,0
100605,5,20,2381.63,20,0,1,1,0
100605,6,23,1702.24,7,1,1,1,0
100606,1,18,2567.0,5,0,0,1,0
100606,2,15,577.54,10,1,1,1,0
100606,3,18,463.61,4,1,0,0,0
100606,4,23,567.51,5,0,1,1,0
100606,5,11,312.49,13,0,1,1,1
100606,6,17,2238.12,16,0,0,1,0
100607,1,23,629.49,16,0,1,1,0
100607,2,16,1816.26,10,0,1,1,0
100607,3,22,993.01,9,0,0,1,0
100607,4,29,1270.17,9,0,0,0,0
100607,5,14,1399.06,15,1,0,0,0
100607,6,28,1774.74,17,0,0,1,0
100608,1,7,587.51,8,0,0,1,0
100608,2,11,1119.12,7,1,0,1,0
100608,3,8,1028.1,7,0,0,0,0
100608,4,12,1429.87,7,0,0,1,1
100608,5,10,870.66,11,0,0,1,0
100608,6,5,417.21,10,0,0,1,0
100609,1,16,968.71,9,0,1,1,0
100609,2,14,1129.85,10,0,0,1,0
100609,3,10,1173.56,16,1,1,0,0
100609,4,11,941.95,6,0,0,1,0
100609,5,19,2767.19,8,1,1,0,1
100609,6,18,2169.85,21,2,0,1,0
100610,1,6,850.49,7,1,0,1,0
100610,2,11,797.23,18,1,1,1,0
100610,3,9,634.41,13,0,0,1,0
100610,4,12,1752.3,10,0,0,1,0
100610,5,12,1683.41,12,0,1,1,0
100610,6,8,695.18,12,0,1,0,1
100611,1,8,309.26,6,0,1,0,1
100611,2,9,1304.93,9,0,1,1,0
100611,3,8,166.5,8,0,1,1,0
100611,4,11,483.3,16,0,0,0,0
100611,5,5,153.77,10,0,0,0,0
100611,6,6,843.54,13,1,1,1,0
100612,1,12,1661.91,13,0,1,0,0
100612,2,7,716.19,16,0,1,0,1
100612,3,16,988.68,18,0,0,0,0
100612,4,13,266.3,7,2,0,1,0
100612,5,18,1354.91,14,0,0,1,0
100612,6,17,1918.63,12,0,0,1,0
100613,1,7,791.32,16,1,0,0,1
100613,2,12,1740.1,7,1,1,1,0
100613,3,10,461.64,13,0,1,1,0
100613,4,14,1819.42,20,0,0,1,0
100613,5,17,2114.93,13,0,0,1,0
100613,6,16,389.65,14,0,0,1,0
100614,1,15,1322.42,11,1,0,1,0
100614,2,21,468.83,7,0,0,1,0
100614,3,18,2629.09,17,0,0,1,0
100614,4,19,1112.78,9,0,0,0,0
100614,5,22,3010.86,12,1,0,0,0
100614,6,19,1485.75,11,0,0,1,0
100615,1,11,893.79,8,0,0,1,0
100615,2,13,634.88,10,0,1,1,1
100615,3,9,394.6,10,1,0,1,0
100615,4,10,375.31,4,0,1,1,0
100615,5,11,438.44,11,1,1,0,0
100615,6,14,1023.4,13,0,0,1,0
100616,1,10,672.23,16,0,1,1,0
100616,2,19,681.77,15,0,0,1,1
100616,3,14,968.01,10,0,0,0,0
100616,4,17,1809.96,11,1,0,1,0
100616,5,21,3000.3,9,0,0,0,0
100616,6,12,1155.1,5,0,0,0,0
100617,1,19,2524.14,15,1,1,1,0
100617,2,22,2697.88,16,0,0,0,1
100617,3,17,2457.12,15,1,0,1,1
100617,4,23,1524.95,17,1,0,1,0
100617,5,18,531.8,16,2,0,0,0
100617,6,12,1052.7,7,0,0,0,0
100618,1,20,1843.79,15,0,1,1,0
100618,2,15,301.97,7,0,0,1,0
100618,3,20,1088.99,12,0,0,0,1
100618,4,15,1706.34,9,0,1,1,0
100618,5,9,227.8,15,0,0,0,1
100618,6,23,2005.93,16,1,1,1,0
100619,1,3,159.91,8,0,0,0,1
100619,2,7,854.62,13,1,1,1,0
100619,3,6,629.01,21,0,0,0,0
100619,4,5,409.4,10,0,0,1,1
100619,5,4,423.64,18,1,0,1,0
100619,6,5,462.7,9,0,0,1,0
100620,1,28,1513.53,8,0,0,1,0
100620,2,24,2873.3,3,0,1,1,0
100620,3,24,2311.87,18,0,1,1,0
100620,4,13,1645.5,15,1,1,1,1
100620,5,21,1583.64,9,1,0,0,0
100620,6,19,970.71,10,1,0,1,1
100621,1,10,843.31,16,1,1,1,0
100621,2,12,1500.78,12,1,0,1,0
100621,3,14,898.37,11,0,1,1,0
100621,4,18,2219.46,9,0,0,1,0
100621,5,17,1367.8,14,0,1,0,0
100621,6,8,829.03,10,1,1,1,0
100622,1,3,284.5,8,1,0,1,1
100622,2,4,584.95,17,0,0,1,0
100622,3,5,446.05,17,2,1,0,0
100622,4,2,220.12,6,0,0,1,0
100622,5,2,159.73,13,1,1,0,0
100622,6,3,289.72,12,0,1,0,0
100623,1,7,328.16,14,0,0,0,0
100623,2,8,490.59,7,1,0,1,0
100623,3,6,263.11,12,1,1,1,0
100623,4,7,810.55,18,1,1,1,0
100623,5,7,262.22,10,1,1,1,0
100623,6,8,358.72,5,0,1,0,0
100624,1,25,986.42,11,0,0,1,0
100624,2,16,543.62,7,0,0,1,0
100624,3,24,1390.08,22,0,0,1,0
100624,4,27,973.47,15,0,1,0,0
100624,5,12,854.03,8,0,1,1,1
100624,6,17,1894.62,13,0,1,0,0
100625,1,26,3072.36,8,0,0,1,1
100625,2,24,797.27,12,2,1,0,0
100625,3,28,1351.48,9,0,0,1,1
100625,4,25,2224.36,13,0,1,1,0
100625,5,32,3566.25,11,0,0,0,0
100625,6,37,1507.41,9,1,0,0,1
100626,1,20,685.54,10,0,1,0,0
100626,2,10,438.45,15,0,1,1,0
100626,3,13,1388.56,15,0,0,1,0
100626,4,11,1256.98,12,0,0,0,0
100626,5,11,1432.04,13,0,0,1,1
100626,6,10,687.22,14,0,0,1,0
100627,1,10,1408.65,16,1,0,1,0
100627,2,7,916.57,13,1,0,0,0
100627,3,11,276.93,17,0,0,1,0
100627,4,8,464.27,7,0,1,0,0
100627,5,10,363.69,23,0,0,1,0
100627,6,5,413.17,7,0,0,0,0
100628,1,22,3080.75,7,0,1,0,0
100628,2,25,1079.86,9,0,0,1,0
100628,3,14,547.88,14,0,0,0,0
100628,4,14,1287.75,9,0,0,1,0
100628,5,15,517.01,10,0,1,1,0
100628,6,10,926.82,16,0,1,1,0
100629,1,7,615.67,15,1,1,1,0
100629,2,3,350.07,5,0,0,0,0
100629,3,8,386.48,15,1,0,0,0
100629,4,3,233.0,11,0,0,1,1
100629,5,6,459.81,12,0,0,0,0
100629,6,3,128.67,13,0,0,1,1
100630,1,11,543.46,15,1,0,0,0
100630,2,10,339.44,12,1,1,1,0
100630,3,12,744.13,16,0,1,1,0
100630,4,6,733.84,11,0,1,1,1
100630,5,11,1464.5,9,1,0,0,0
100630,6,10,587.39,13,0,1,1,1
100631,1,12,513.04,7,0,0,1,1
100631,2,13,1608.85,17,1,1,1,1
100631,3,11,1489.69,17,0,1,1,1
100631,4,5,741.58,14,0,1,0,0
100631,5,6,516.92,10,0,1,1,0
100631,6,10,273.06,11,0,0,0,1
100632,1,4,422.5,19,0,0,1,0
100632,2,4,393.48,8,0,0,1,0
100632,3,7,424.68,10,0,0,1,0
100632,4,3,315.16,10,0,0,0,0
100632,5,5,611.61,3,0,0,1,0
100632,6,3,109.94,8,2,0,0,1
100633,1,18,776.84,26,1,1,1,0
100633,2,16,633.43,15,0,1,1,1
100633,3,9,727.82,7,1,1,0,0
100633,4,18,1854.71,17,0,0,1,1
100633,5,8,1150.62,7,2,1,1,0
100633,6,19,968.92,18,1,0,0,1
100634,1,19,838.85,17,1,1,1,0
100634,2,11,1575.15,7,0,1,1,0
100634,3,24,1033.46,5,1,0,1,0
100634,4,15,1451.11,14,0,0,1,0
100634,5,15,2210.58,17,0,1,1,0
100634,6,10,517.15,8,0,0,1,0
100635,1,6,772.54,5,0,0,0,0
100635,2,13,1816.43,19,0,0,1,0
100635,3,14,1453.65,13,1,1,1,0
100635,4,11,914.78,9,0,0,1,0
100635,5,12,1125.03,19,0,0,1,1
100635,6,11,1248.79,11,0,0,1,1
100636,1,22,881.62,9,0,0,1,0
100636,2,17,664.59,11,0,1,1,0
100636,3,26,2020.95,19,1,1,1,0
100636,4,22,2724.02,12,0,0,1,0
100636,5,28,2901.59,14,1,0,1,0
100636,6,23,1251.93,15,1,0,0,0
100637,1,9,1117.02,13,0,1,1,0
100637,2,16,1915.52,12,0,1,1,0
100637,3,9,468.19,18,0,1,1,0
100637,4,10,840.4,18,1,1,1,0
100637,5,17,807.4,15,3,0,1,0
100637,6,11,765.87,16,0,1,0,0
100638,1,7,300.38,21,1,0,0,0
100638,2,6,681.59,17,0,1,0,1
100638,3,13,1715.56,13,0,0,1,0
100638,4,13,806.29,13,0,1,1,0
100638,5,6,531.76,18,0,1,1,0
100638,6,8,738.85,10,1,1,0,0
100639,1,24,2637.4,14,1,1,1,0
100639,2,30,3849.62,8,0,0,1,1
100639,3,25,629.66,10,0,1,1,1
100639,4,33,4923.86,19,0,1,0,1
100639,5,28,2525.43,26,0,1,1,1
100639,6,15,1238.25,14,0,1,1,0
100640,1,15,2226.13,8,0,0,1,0
100640,2,8,357.53,12,0,0,0,0
100640,3,20,1470.36,11,1,1,1,0
100640,4,15,2033.0,16,1,0,1,0
100640,5,16,1092.1,18,0,0,0,0
100640,6,15,1111.72,15,0,1,1,0
100641,1,7,321.55,6,0,0,1,0
100641,2,6,149.41,13,1,1,1,0
100641,3,14,1793.75,13,0,1,1,0
100641,4,11,727.79,12,0,0,0,1
100641,5,13,532.9,15,1,1,1,0
100641,6,12,1587.16,14,0,1,1,1
100642,1,4,300.67,9,2,1,1,0
100642,2,6,503.07,17,0,1,1,0
100642,3,7,1030.18,13,0,0,1,0
100642,4,9,1216.78,10,0,0,1,0
100642,5,9,550.74,14,2,1,0,0
100642,6,6,895.61,9,0,0,1,1
100643,1,10,1370.73,6,0,1,0,0
100643,2,23,3227.79,17,1,1,1,0
100643,3,25,1294.07,7,0,1,0,0
100643,4,11,1190.61,16,1,1,1,0
100643,5,15,1598.13,11,2,1,1,0
100643,6,17,1791.12,12,0,1,1,0
100644,1,5,649.86,10,0,1,1,0
100644,2,4,210.2,10,0,1,0,0
100644,3,7,721.34,14,0,0,1,0
100644,4,8,188.92,14,0,1,1,0
100644,5,4,320.26,17,0,1,1,1
100644,6,5,544.0,7,0,0,1,0
100645,1,10,1415.31,11,0,0,1,0
100645,2,5,524.47,14,0,0,1,0
100645,3,6,638.04,19,0,1,1,0
100645,4,4,104.61,6,0,1,1,0
100645,5,9,419.73,14,1,0,1,0
100645,6,5,513.11,11,0,1,1,1
100646,1,27,3204.97,12,1,0,1,0
100646,2,15,787.92,14,1,0,0,0
100646,3,14,1771.88,19,0,1,1,0
100646,4,13,1269.12,10,1,1,1,0
100646,5,21,3101.44,8,0,0,0,0
100646,6,28,1201.18,9,0,0,0,0
100647,1,8,314.31,22,0,0,0,0
100647,2,10,658.81,14,1,1,1,0
100647,3,8,718.24,19,0,1,1,0
100647,4,11,1159.5,11,0,1,1,1
100647,5,13,1476.17,14,1,0,1,1
100647,6,13,1671.35,13,0,1,1,1
100648,1,5,536.76,15,0,0,0,1
100648,2,4,370.76,6,0,0,1,0
100648,3,5,461.18,17,2,1,1,1
100648,4,4,406.32,6,1,0,0,0
100648,5,4,324.64,11,1,0,0,1
100648,6,2,125.72,10,1,1,1,1
100649,1,5,102.34,17,0,0,0,0
100649,2,4,530.45,23,0,1,0,1
100649,3,6,676.06,9,1,0,1,1
100649,4,7,737.34,14,0,1,1,0
100649,5,4,336.31,15,1,1,0,0
100649,6,3,331.21,15,1,0,0,1
100650,1,8,228.4,6,0,1,1,0
100650,2,5,578.65,4,0,0,1,1
100650,3,9,470.62,10,0,0,1,0
100650,4,5,548.73,14,0,1,1,1
100650,5,9,361.26,17,1,1,1,0
100650,6,8,243.26,16,0,0,1,0
100651,1,20,1740.6,13,0,0,1,1
100651,2,18,2478.43,11,2,0,1,1
100651,3,19,1871.06,11,3,0,1,0
100651,4,14,1639.69,7,0,0,1,0
100651,5,19,387.54,4,2,0,1,0
100651,6,12,1067.77,14,0,1,0,0
100652,1,22,2410.48,14,1,1,1,0
100652,2,15,410.16,14,0,0,1,0
100652,3,20,2496.58,6,0,1,1,0
100652,4,16,716.27,14,0,0,1,0
100652,5,20,548.96,9,0,1,0,1
100652,6,12,448.62,14,2,0,1,1
100653,1,23,3212.48,4,1,1,1,0
100653,2,14,649.94,6,0,0,0,0
100653,3,19,2098.81,7,1,0,1,1
100653,4,14,471.25,7,0,1,1,0
100653,5,18,1681.04,10,0,1,1,1
100653,6,16,553.22,7,0,1,1,0
100654,1,16,1030.78,19,0,1,1,1
100654,2,15,2005.87,17,1,0,1,0
100654,3,15,961.5,19,0,1,0,1
100654,4,7,251.38,7,1,1,1,0
100654,5,13,612.47,8,1,1,1,0
100654,6,7,384.54,11,1,0,1,0
100655,1,14,1479.48,6,0,0,1,1
100655,2,10,749.26,13,2,1,0,1
100655,3,6,865.12,14,0,0,1,0
100655,4,6,864.95,14,0,0,1,0
100655,5,7,431.33,12,1,1,0,1
100655,6,12,541.59,16,1,1,1,0
100656,1,14,2078.07,13,1,0,1,1
100656,2,22,1389.8,22,0,1,1,0
100656,3,10,850.12,13,0,1,1,0
100656,4,12,1328.97,12,0,0,0,0
100656,5,25,3263.97,17,1,0,0,0
100656,6,12,822.19,23,0,0,1,0
100657,1,3,143.09,4,0,0,1,0
100657,2,4,174.46,6,0,1,1,0
100657,3,2,163.11,14,0,0,0,0
100657,4,1,129.74,7,0,0,0,0
100657,5,3,309.76,10,0,1,0,0
100657,6,4,390.2,7,0,1,1,1
100658,1,12,880.09,8,0,0,1,0
100658,2,17,437.19,16,0,1,1,0
100658,3,13,516.34,9,0,0,0,0
100658,4,14,1903.08,17,1,0,1,1
100658,5,18,2230.16,12,1,1,1,0
100658,6,13,470.67,13,0,0,1,0
100659,1,4,472.56,9,0,1,1,1
100659,2,8,1186.74,11,0,0,0,1
100659,3,9,496.45,11,1,0,0,0
100659,4,7,777.53,14,0,1,1,0
100659,5,9,1170.33,12,0,0,1,1
100659,6,7,917.0,9,0,1,1,0
100660,1,7,254.47,11,0,1,0,0
100660,2,11,1575.76,17,0,0,0,0
100660,3,6,607.22,17,1,0,0,0
100660,4,9,370.05,21,1,1,1,0
100660,5,11,392.92,10,0,0,0,1
100660,6,10,338.38,13,0,0,1,0
100661,1,23,1000.08,15,0,0,0,1
100661,2,20,603.03,12,1,1,1,0
100661,3,19,571.09,15,0,1,0,1
100661,4,18,699.53,12,0,0,1,0
100661,5,26,2096.95,9,0,1,1,0
100661,6,22,1103.53,9,1,1,1,1
100662,1,6,283.68,19,0,1,1,0
100662,2,8,747.46,19,0,0,1,0
100662,3,7,891.31,3,0,1,0,0
100662,4,4,400.66,7,0,1,1,0
100662,5,7,307.91,8,0,1,0,1
100662,6,7,1034.76,9,0,0,0,0
100663,1,8,249.19,11,0,1,0,0
100663,2,9,673.76,16,3,1,0,0
100663,3,10,552.51,3,0,0,0,0
100663,4,6,180.49,11,0,1,1,0
100663,5,5,238.05,14,0,1,0,1
100663,6,11,977.49,5,0,1,1,0
100664,1,8,182.18,8,1,0,1,0
100664,2,13,840.32,12,2,0,0,0
100664,3,14,1893.56,8,1,1,0,0
100664,4,7,852.16,15,0,1,1,0
100664,5,12,1152.86,8,0,1,1,0
100664,6,7,291.64,21,0,0,1,0
100665,1,5,355.5,5,1,0,1,1
100665,2,10,1188.45,14,1,0,1,0
100665,3,5,366.75,11,0,1,0,1
100665,4,11,361.87,11,0,0,1,0
100665,5,9,286.49,8,1,0,0,0
100665,6,6,223.95,15,0,0,1,1
100666,1,21,2093.63,6,1,0,1,0
100666,2,13,661.67,10,0,0,1,0
100666,3,18,1967.43,13,0,1,1,0
100666,4,25,3452.9,18,0,0,0,0
100666,5,14,1497.16,6,0,1,0,1
100666,6,9,435.88,12,0,1,1,0
100667,1,4,373.26,21,0,0,1,0
100667,2,6,135.69,11,0,1,0,0
100667,3,7,147.65,7,0,0,1,0
100667,4,3,283.69,17,0,1,1,1
100667,5,5,480.58,8,0,0,0,0
100667,6,5,370.75,8,0,0,1,1
100668,1,13,1844.39,12,0,1,1,1
100668,2,8,901.77,16,0,0,1,0
100668,3,14,635.25,8,0,1,1,0
100668,4,8,376.71,11,0,0,0,0
100668,5,9,1332.93,9,1,0,0,0
100668,6,18,1019.32,8,0,0,1,0
100669,1,10,668.69,11,0,1,1,0
100669,2,11,1473.95,22,0,1,1,0
100669,3,10,1453.17,17,1,0,1,0
100669,4,14,2051.6,7,0,1,1,0
100669,5,12,1041.9,15,1,1,0,0
100669,6,13,1278.2,14,1,0,0,0
100670,1,12,1587.12,13,1,0,1,1
100670,2,10,713.13,8,0,0,1,0
100670,3,8,624.81,16,1,0,1,0
100670,4,7,959.94,10,0,0,1,0
100670,5,5,686.09,8,2,0,1,0
100670,6,7,1044.89,8,1,1,1,0
100671,1,27,1441.67,12,0,0,1,0
100671,2,23,1157.72,14,0,1,0,0
100671,3,11,406.17,17,0,1,1,0
100671,4,16,1827.61,12,0,0,1,1
100671,5,27,2391.11,9,0,0,0,0
100671,6,20,2236.23,12,0,1,1,0
100672,1,9,663.09,10,0,0,1,0
100672,2,16,1148.5,9,0,0,1,0
100672,3,13,316.12,10,0,1,1,0
100672,4,15,1884.62,20,0,1,1,0
100672,5,12,1361.26,17,0,1,1,0
100672,6,19,1837.1,12,1,1,0,0
100673,1,5,310.09,15,0,0,0,1
100673,2,4,529.25,5,2,1,1,0
100673,3,2,127.09,12,0,1,1,1
100673,4,5,440.18,11,1,0,1,0
100673,5,2,270.01,14,0,1,0,0
100673,6,3,86.39,8,1,1,0,0
100674,1,29,1156.68,16,0,1,1,0
100674,2,33,825.32,16,0,1,1,0
100674,3,27,1613.06,13,0,0,0,0
100674,4,15,683.09,9,1,1,0,0
100674,5,30,2875.8,3,2,0,1,0
100674,6,27,3337.83,7,0,0,0,0
