customer_id,month,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch,snapshot_date
15585362,4,3,109.6,5,3,0,0,0,2026-04-30
15585362,5,0,0.0,0,1,0,1,0,2026-05-31
15585362,6,1,40.17,1,2,1,1,0,2026-06-30
15571928,1,7,870.19,11,0,0,1,0,2026-01-31
15571928,2,4,479.18,7,0,1,0,0,2026-02-28
15571928,3,4,288.22,2,2,0,0,1,2026-03-31
15571928,4,4,167.83,4,0,1,1,1,2026-04-30
15571928,5,2,130.86,8,0,0,1,0,2026-05-31
15571928,6,6,263.14,3,2,0,1,0,2026-06-30
15785519,1,10,875.18,14,1,0,1,0,2026-01-31
15785519,2,16,306.81,13,1,0,1,0,2026-02-28
15785519,3,10,794.62,9,1,0,1,0,2026-03-31
15785519,4,11,1056.73,12,1,1,1,0,2026-04-30
15785519,5,7,676.58,13,1,1,0,0,2026-05-31
15785519,6,9,1167.99,13,0,0,1,0,2026-06-30
15743007,1,11,1227.08,9,3,0,1,0,2026-01-31
15743007,2,11,785.38,10,1,1,0,0,2026-02-28
15743007,3,7,480.94,8,2,1,1,0,2026-03-31
15743007,4,6,201.92,2,2,0,1,0,2026-04-30
15743007,5,6,296.53,1,1,0,1,0,2026-05-31
15743007,6,2,104.03,4,3,0,0,0,2026-06-30
15777211,1,21,1833.35,9,0,1,0,1,2026-01-31
15777211,2,23,2073.67,10,0,0,0,0,2026-02-28
15777211,3,13,702.02,9,0,0,0,0,2026-03-31
15777211,4,15,1026.54,5,0,0,1,0,2026-04-30
15777211,5,17,540.91,10,1,1,1,0,2026-05-31
15777211,6,16,1332.75,7,0,0,1,1,2026-06-30
15721935,1,22,1867.89,9,2,0,1,0,2026-01-31
15721935,2,20,1706.06,16,0,0,1,1,2026-02-28
15721935,3,14,1004.07,9,0,0,0,0,2026-03-31
15721935,4,12,1008.94,9,0,0,1,0,2026-04-30
15721935,5,17,1235.96,12,1,1,1,0,2026-05-31
15721935,6,18,1397.31,16,2,1,1,0,2026-06-30
15591711,1,7,365.53,10,0,1,1,0,2026-01-31
15591711,2,6,659.01,10,1,0,1,0,2026-02-28
15591711,3,10,777.45,10,0,1,1,0,2026-03-31
15591711,4,5,374.13,17,1,0,0,1,2026-04-30
15591711,5,5,600.4,12,0,1,0,0,2026-05-31
15591711,6,12,646.31,11,0,0,1,1,2026-06-30
15625021,1,16,1245.67,8,0,1,0,0,2026-01-31
15625021,2,19,1226.33,13,0,1,1,0,2026-02-28
15625021,3,16,1019.53,14,1,0,1,0,2026-03-31
15625021,4,14,488.1,7,0,0,1,0,2026-04-30
15625021,5,22,1135.31,15,1,0,1,0,2026-05-31
15625021,6,15,1428.82,12,1,1,0,0,2026-06-30
15702968,1,22,746.61,16,1,0,1,1,2026-01-31
15702968,2,19,1382.26,18,1,1,1,1,2026-02-28
15702968,3,23,899.53,14,0,0,0,0,2026-03-31
15702968,4,18,513.06,8,0,0,1,0,2026-04-30
15702968,5,11,604.5,12,0,1,1,1,2026-05-31
15702968,6,19,1346.23,11,2,0,1,0,2026-06-30
15600462,1,21,1470.95,11,0,1,1,0,2026-01-31
15600462,2,12,944.69,13,0,1,1,0,2026-02-28
15600462,3,13,1707.38,8,0,1,1,0,2026-03-31
15600462,4,17,478.18,20,0,1,1,0,2026-04-30
15600462,5,18,1330.15,13,0,0,1,0,2026-05-31
15600462,6,12,821.91,16,2,1,1,0,2026-06-30
15768104,1,10,347.29,21,1,1,1,0,2026-01-31
15768104,2,7,257.58,9,0,0,0,0,2026-02-28
15768104,3,3,122.74,10,0,0,1,0,2026-03-31
15768104,4,5,583.52,9,0,0,1,0,2026-04-30
15768104,5,7,424.51,8,0,0,1,0,2026-05-31
15768104,6,7,314.91,5,0,1,1,1,2026-06-30
15780140,1,21,1759.79,8,1,0,1,0,2026-01-31
15780140,2,17,1440.58,9,1,0,1,0,2026-02-28
15780140,3,18,2331.14,9,0,0,0,0,2026-03-31
15780140,4,14,723.53,4,1,1,1,0,2026-04-30
15780140,5,18,1042.67,5,0,0,1,0,2026-05-31
15780140,6,14,920.86,5,1,1,0,0,2026-06-30
15585255,1,6,220.1,16,1,1,1,1,2026-01-31
15585255,2,9,1245.96,10,0,0,1,0,2026-02-28
15585255,3,11,459.67,13,0,0,1,1,2026-03-31
15585255,4,9,769.13,13,0,0,1,1,2026-04-30
15585255,5,7,323.45,11,1,1,1,1,2026-05-31
15585255,6,11,2593.13,8,0,0,1,1,2026-06-30
15772781,1,15,661.67,3,1,1,1,0,2026-01-31
15772781,2,16,1607.24,8,0,0,1,1,2026-02-28
15772781,3,11,1424.51,7,0,1,1,0,2026-03-31
15772781,4,6,247.5,3,2,1,1,0,2026-04-30
15772781,5,8,611.11,2,0,1,0,0,2026-05-31
15772781,6,4,303.14,2,1,1,1,0,2026-06-30
15669987,1,12,551.16,11,0,0,1,1,2026-01-31
15669987,2,9,571.82,12,0,0,0,0,2026-02-28
15669987,3,8,570.37,15,0,0,1,0,2026-03-31
15669987,4,6,820.58,8,0,1,1,0,2026-04-30
15669987,5,8,420.31,16,0,1,0,0,2026-05-31
15669987,6,5,475.81,14,1,0,1,1,2026-06-30
15697000,1,19,249.19,9,0,0,1,0,2026-01-31
15697000,2,16,812.73,9,0,1,0,0,2026-02-28
15697000,3,18,2302.77,19,0,0,1,0,2026-03-31
15697000,4,19,778.24,10,1,0,0,1,2026-04-30
15697000,5,17,1775.07,9,0,0,0,0,2026-05-31
15697000,6,13,610.79,16,0,1,1,0,2026-06-30
15733119,1,15,339.47,15,1,0,1,0,2026-01-31
15733119,2,9,290.69,12,1,1,1,0,2026-02-28
15733119,3,4,231.43,18,0,0,1,0,2026-03-31
15733119,4,13,556.76,9,0,0,1,1,2026-04-30
15733119,5,8,678.83,6,0,0,1,0,2026-05-31
15733119,6,6,991.07,10,0,0,1,1,2026-06-30
15782390,1,10,714.84,16,0,1,1,0,2026-01-31
15782390,2,4,260.47,7,0,1,1,1,2026-02-28
15782390,3,7,534.33,7,1,0,1,1,2026-03-31
15782390,4,7,328.42,12,0,0,0,0,2026-04-30
15782390,5,15,402.07,9,0,0,1,0,2026-05-31
15782390,6,8,528.68,3,0,0,1,0,2026-06-30
15654700,1,4,298.18,10,1,0,1,1,2026-01-31
15654700,2,9,508.07,7,2,0,1,0,2026-02-28
15654700,3,6,467.1,8,2,0,0,0,2026-03-31
15654700,4,2,52.15,5,2,0,1,0,2026-04-30
15654700,5,6,556.81,7,1,1,1,0,2026-05-31
15654700,6,4,169.85,5,3,0,1,1,2026-06-30
15632210,1,12,494.45,17,1,1,1,0,2026-01-31
15632210,2,12,693.4,10,0,1,1,0,2026-02-28
15632210,3,12,241.06,14,1,0,1,0,2026-03-31
15632210,4,8,272.35,9,1,1,1,1,2026-04-30
15632210,5,20,794.45,11,1,0,0,0,2026-05-31
15632210,6,15,474.79,8,0,0,0,0,2026-06-30
15642041,1,4,437.02,8,1,0,1,0,2026-01-31
15642041,2,8,420.47,11,0,1,1,0,2026-02-28
15642041,3,1,34.36,3,1,0,1,1,2026-03-31
15642041,4,5,546.65,1,1,1,1,0,2026-04-30
15642041,5,6,528.11,2,0,0,1,0,2026-05-31
15642041,6,2,28.69,3,1,0,1,0,2026-06-30
15709737,1,22,1244.4,17,1,0,1,1,2026-01-31
15709737,2,11,765.21,8,0,0,1,0,2026-02-28
15709737,3,18,956.36,11,1,1,1,0,2026-03-31
15709737,4,15,557.64,7,0,0,1,0,2026-04-30
15709737,5,18,1225.29,15,0,1,1,0,2026-05-31
15709737,6,16,538.06,8,0,0,0,1,2026-06-30
15792388,1,18,1792.62,13,1,0,1,0,2026-01-31
15792388,2,28,1891.73,15,0,0,1,0,2026-02-28
15792388,3,23,1457.15,12,1,0,0,0,2026-03-31
15792388,4,15,1567.11,17,1,0,1,0,2026-04-30
15792388,5,24,1984.46,10,0,1,0,0,2026-05-31
15792388,6,15,1530.96,6,0,1,1,0,2026-06-30
15786014,1,8,281.33,13,0,0,0,1,2026-01-31
15786014,2,3,123.73,14,1,1,1,1,2026-02-28
15786014,3,7,226.96,9,0,1,1,0,2026-03-31
15786014,4,10,293.84,8,0,0,0,0,2026-04-30
15786014,5,7,519.34,10,0,1,0,0,2026-05-31
15786014,6,9,187.4,10,0,0,0,0,2026-06-30
15794580,1,7,1061.61,16,2,0,1,0,2026-01-31
15794580,2,4,168.4,10,1,1,1,0,2026-02-28
15794580,3,3,281.78,9,1,1,1,0,2026-03-31
15794580,4,6,594.81,7,2,0,1,0,2026-04-30
15794580,5,4,184.65,6,1,0,0,0,2026-05-31
15794580,6,2,180.23,6,1,1,1,1,2026-06-30
15675964,1,11,777.92,5,1,1,1,1,2026-01-31
15675964,2,9,616.35,6,0,0,1,0,2026-02-28
15675964,3,7,392.51,3,0,1,1,0,2026-03-31
15675964,4,4,260.37,2,0,1,1,0,2026-04-30
15675964,5,2,106.09,0,0,1,1,0,2026-05-31
15675964,6,3,283.28,1,0,0,1,0,2026-06-30
15814275,1,16,1478.29,12,0,0,1,1,2026-01-31
15814275,2,17,565.86,12,0,0,1,1,2026-02-28
15814275,3,16,1147.44,12,1,0,1,0,2026-03-31
15814275,4,15,400.2,15,1,0,1,0,2026-04-30
15814275,5,5,461.37,10,1,0,1,0,2026-05-31
15814275,6,15,1621.27,10,0,1,1,0,2026-06-30
15724848,1,8,473.73,13,1,0,0,1,2026-01-31
15724848,2,5,568.79,7,0,0,0,0,2026-02-28
15724848,3,5,807.96,15,1,1,0,0,2026-03-31
15724848,4,5,249.49,7,0,0,1,1,2026-04-30
15724848,5,4,429.25,5,1,0,1,0,2026-05-31
15724848,6,4,214.09,3,0,0,1,0,2026-06-30
15754713,1,16,453.88,11,0,1,1,0,2026-01-31
15754713,2,16,1102.47,7,0,0,1,0,2026-02-28
15754713,3,14,212.12,11,0,0,0,1,2026-03-31
15754713,4,24,1085.55,10,1,0,1,0,2026-04-30
15754713,5,19,1030.96,11,0,0,1,1,2026-05-31
15754713,6,14,1045.02,13,0,0,1,0,2026-06-30
15693814,1,9,205.1,11,1,1,1,0,2026-01-31
15693814,2,17,1908.26,15,0,1,1,0,2026-02-28
15693814,3,9,494.13,11,0,1,1,0,2026-03-31
15693814,4,5,315.02,12,0,1,1,1,2026-04-30
15693814,5,6,172.85,11,0,1,1,0,2026-05-31
15693814,6,8,1284.58,7,1,1,0,1,2026-06-30
15599660,1,12,784.33,13,1,0,1,0,2026-01-31
15599660,2,15,1012.15,6,1,0,0,0,2026-02-28
15599660,3,17,1007.23,10,0,0,1,0,2026-03-31
15599660,4,17,519.86,7,0,0,1,1,2026-04-30
15599660,5,10,331.99,11,0,1,1,0,2026-05-31
15599660,6,17,720.14,10,1,0,1,0,2026-06-30
15746490,1,21,1436.5,13,0,1,0,0,2026-01-31
15746490,2,19,872.95,11,0,0,0,1,2026-02-28
15746490,3,15,1792.37,10,0,1,1,1,2026-03-31
15746490,4,12,838.05,11,1,0,1,1,2026-04-30
15746490,5,14,332.1,5,0,0,1,0,2026-05-31
15746490,6,11,793.5,11,2,0,1,0,2026-06-30
15566091,1,6,313.0,10,0,1,1,0,2026-01-31
15566091,2,16,788.76,12,1,0,1,0,2026-02-28
15566091,3,15,827.48,17,2,0,0,0,2026-03-31
15566091,4,12,1796.45,14,0,1,1,0,2026-04-30
15566091,5,5,274.03,14,0,0,0,0,2026-05-31
15566091,6,8,489.23,9,0,0,0,0,2026-06-30
15655961,1,6,328.68,10,1,0,1,0,2026-01-31
15655961,2,13,855.08,21,0,0,1,1,2026-02-28
15655961,3,8,252.13,12,1,0,0,0,2026-03-31
15655961,4,11,1343.35,8,0,1,0,0,2026-04-30
15655961,5,15,514.8,14,2,1,1,0,2026-05-31
15655961,6,9,413.57,10,0,0,0,0,2026-06-30
15710404,1,22,2065.63,7,0,0,0,0,2026-01-31
15710404,2,15,685.36,13,0,0,0,1,2026-02-28
15710404,3,18,686.97,9,0,1,1,0,2026-03-31
15710404,4,19,3295.5,12,1,0,0,0,2026-04-30
15710404,5,17,737.69,8,0,1,1,1,2026-05-31
15710404,6,8,979.24,14,0,1,1,0,2026-06-30
15775625,1,8,427.75,10,0,0,1,0,2026-01-31
15775625,2,4,308.25,10,0,0,1,1,2026-02-28
15775625,3,11,1325.08,7,0,0,1,0,2026-03-31
15775625,4,6,180.06,4,2,1,1,1,2026-04-30
15775625,5,1,91.96,11,1,0,0,0,2026-05-31
15775625,6,7,190.71,9,1,0,0,0,2026-06-30
15792328,1,15,1365.11,12,0,1,1,0,2026-01-31
15792328,2,11,353.03,4,0,1,1,0,2026-02-28
15792328,3,8,809.18,11,1,0,1,0,2026-03-31
15792328,4,8,879.62,6,1,1,1,0,2026-04-30
15792328,5,7,571.48,4,0,0,1,1,2026-05-31
15792328,6,7,580.9,2,1,1,1,0,2026-06-30
15719856,1,22,917.23,11,1,1,1,0,2026-01-31
15719856,2,20,3139.35,6,0,1,0,1,2026-02-28
15719856,3,11,1627.59,14,1,0,0,0,2026-03-31
15719856,4,15,1550.84,10,0,0,0,0,2026-04-30
15719856,5,12,2948.1,8,1,0,0,0,2026-05-31
15719856,6,17,731.88,10,1,0,0,1,2026-06-30
15593773,1,9,591.01,8,1,1,0,1,2026-01-31
15593773,2,10,623.21,18,0,0,0,0,2026-02-28
15593773,3,13,656.66,20,1,0,1,0,2026-03-31
15593773,4,9,513.18,16,0,1,1,0,2026-04-30
15593773,5,6,736.71,12,0,0,0,0,2026-05-31
15593773,6,7,399.72,11,1,0,0,0,2026-06-30
15733114,1,12,928.12,14,0,1,1,0,2026-01-31
15733114,2,11,1074.83,12,0,1,1,1,2026-02-28
15733114,3,13,530.25,17,0,1,0,1,2026-03-31
15733114,4,8,360.25,16,0,0,1,0,2026-04-30
15733114,5,5,557.29,11,0,1,1,1,2026-05-31
15733114,6,11,694.13,15,1,0,1,0,2026-06-30
15797748,1,17,1284.54,6,1,0,1,1,2026-01-31
15797748,2,20,1261.36,3,0,0,1,0,2026-02-28
15797748,3,10,733.73,5,2,0,1,1,2026-03-31
15797748,4,7,523.13,6,1,0,1,0,2026-04-30
15797748,5,4,219.27,2,1,1,1,0,2026-05-31
15797748,6,4,278.15,4,0,0,1,0,2026-06-30
15743411,1,9,212.94,10,0,0,1,0,2026-01-31
15743411,2,13,1362.21,7,0,0,0,0,2026-02-28
15743411,3,7,466.68,9,0,0,1,0,2026-03-31
15743411,4,9,427.91,7,0,1,1,0,2026-04-30
15743411,5,6,1277.05,10,0,1,1,0,2026-05-31
15743411,6,13,588.79,6,1,1,0,1,2026-06-30
15753337,1,11,904.88,11,1,0,1,1,2026-01-31
15753337,2,0,0.0,6,2,1,1,0,2026-02-28
15753337,3,1,49.95,5,1,1,1,0,2026-03-31
15753337,4,4,154.13,3,0,1,0,0,2026-04-30
15753337,5,1,20.28,1,0,0,1,1,2026-05-31
15753337,6,1,58.25,2,2,0,1,0,2026-06-30
15601026,1,25,2357.33,11,0,1,0,1,2026-01-31
15601026,2,13,546.06,5,1,0,0,0,2026-02-28
15601026,3,18,755.82,10,0,1,1,0,2026-03-31
15601026,4,12,257.98,8,0,0,0,0,2026-04-30
15601026,5,9,251.67,6,0,0,1,1,2026-05-31
15601026,6,12,1450.8,5,1,0,1,0,2026-06-30
15658485,1,15,1224.59,9,0,1,1,0,2026-01-31
15658485,2,11,426.91,12,1,0,1,0,2026-02-28
15658485,3,27,955.7,5,0,1,0,1,2026-03-31
15658485,4,10,586.56,6,3,1,1,0,2026-04-30
15658485,5,13,788.3,16,0,0,0,0,2026-05-31
15658485,6,12,1055.53,12,1,0,1,1,2026-06-30
15636731,1,19,1200.56,11,0,1,1,0,2026-01-31
15636731,2,20,1433.83,13,0,0,1,0,2026-02-28
15636731,3,15,796.34,9,0,1,1,0,2026-03-31
15636731,4,14,2065.65,10,0,1,1,0,2026-04-30
15636731,5,18,640.96,11,0,0,0,0,2026-05-31
15636731,6,16,587.4,14,0,1,1,0,2026-06-30
15628303,1,13,2981.05,8,2,0,0,0,2026-01-31
15628303,2,17,1878.06,11,0,1,1,0,2026-02-28
15628303,3,16,2467.93,9,0,0,1,0,2026-03-31
15628303,4,20,1317.14,9,0,1,0,1,2026-04-30
15628303,5,16,923.69,10,0,1,1,0,2026-05-31
15628303,6,19,1820.1,8,2,0,1,1,2026-06-30
15633461,1,13,502.79,7,0,0,1,0,2026-01-31
15633461,2,20,394.38,15,1,1,0,0,2026-02-28
15633461,3,13,1139.19,12,0,1,1,0,2026-03-31
15633461,4,15,1691.17,11,0,0,1,0,2026-04-30
15633461,5,10,894.31,15,2,1,1,1,2026-05-31
15633461,6,19,640.46,13,0,1,1,0,2026-06-30
15677135,1,18,866.97,13,0,0,1,0,2026-01-31
15677135,2,24,2305.99,14,0,1,1,0,2026-02-28
15677135,3,18,1223.43,13,0,0,1,1,2026-03-31
15677135,4,14,616.58,13,2,1,1,0,2026-04-30
15677135,5,19,712.2,16,0,0,0,0,2026-05-31
15677135,6,18,698.26,10,0,1,1,0,2026-06-30
15590876,1,9,299.71,17,0,0,1,0,2026-01-31
15590876,2,6,537.28,11,0,0,1,0,2026-02-28
15590876,3,15,930.0,4,0,1,1,0,2026-03-31
15590876,4,5,1032.63,11,1,0,1,0,2026-04-30
15590876,5,6,311.2,8,0,1,0,1,2026-05-31
15590876,6,9,679.91,4,0,0,1,0,2026-06-30
15790782,1,8,223.79,14,0,0,1,0,2026-01-31
15790782,2,5,289.4,14,0,0,0,0,2026-02-28
15790782,3,8,164.88,7,0,1,0,0,2026-03-31
15790782,4,13,1272.4,8,0,1,1,0,2026-04-30
15790782,5,9,452.79,4,0,1,1,0,2026-05-31
15790782,6,4,99.69,18,0,0,1,0,2026-06-30
15700476,1,13,636.62,14,0,1,1,0,2026-01-31
15700476,2,15,845.61,12,0,0,1,0,2026-02-28
15700476,3,19,1561.08,11,0,1,1,1,2026-03-31
15700476,4,14,879.65,15,0,1,1,0,2026-04-30
15700476,5,20,576.39,11,0,0,1,0,2026-05-31
15700476,6,17,713.56,11,1,1,1,0,2026-06-30
15634141,1,6,369.08,15,0,1,0,0,2026-01-31
15634141,2,6,208.33,10,2,1,1,0,2026-02-28
15634141,3,5,184.55,16,2,1,1,0,2026-03-31
15634141,4,4,485.95,15,0,1,1,0,2026-04-30
15634141,5,0,0.0,6,0,0,1,0,2026-05-31
15634141,6,2,117.62,4,0,0,0,0,2026-06-30
15737795,1,22,922.55,12,0,0,1,0,2026-01-31
15737795,2,14,1140.19,3,1,1,1,0,2026-02-28
15737795,3,11,1737.46,5,0,1,1,0,2026-03-31
15737795,4,8,191.45,8,0,1,0,0,2026-04-30
15737795,5,6,392.14,1,0,1,0,0,2026-05-31
15737795,6,4,586.85,1,1,1,1,0,2026-06-30
15790299,1,17,500.22,8,1,0,1,0,2026-01-31
15790299,2,11,1326.18,12,0,1,0,0,2026-02-28
15790299,3,11,1074.84,9,0,1,1,1,2026-03-31
15790299,4,26,3448.52,14,1,0,1,1,2026-04-30
15790299,5,20,728.69,10,0,0,0,0,2026-05-31
15790299,6,19,1175.81,8,1,1,0,1,2026-06-30
15675316,1,15,1083.66,9,0,1,1,0,2026-01-31
15675316,2,18,531.93,7,0,0,1,1,2026-02-28
15675316,3,8,432.83,6,1,0,1,0,2026-03-31
15675316,4,9,462.45,5,0,1,1,0,2026-04-30
15675316,5,1,97.14,4,3,1,0,0,2026-05-31
15675316,6,3,83.66,3,0,0,1,0,2026-06-30
15613630,1,11,837.86,3,1,0,1,0,2026-01-31
15613630,2,14,1042.49,6,1,0,0,0,2026-02-28
15613630,3,7,155.2,10,0,0,1,0,2026-03-31
15613630,4,10,640.67,5,0,1,1,1,2026-04-30
15613630,5,12,399.95,4,2,0,1,0,2026-05-31
15613630,6,9,416.55,4,1,1,1,0,2026-06-30
15662100,1,15,1598.15,12,2,0,1,0,2026-01-31
15662100,2,22,1791.87,11,0,1,0,1,2026-02-28
15662100,3,13,547.29,17,0,0,1,0,2026-03-31
15662100,4,17,883.64,11,0,0,1,1,2026-04-30
15662100,5,6,361.27,15,0,0,1,0,2026-05-31
15662100,6,12,519.79,14,0,0,1,0,2026-06-30
15668032,1,14,2123.4,10,0,1,1,0,2026-01-31
15668032,2,19,735.12,17,1,1,0,0,2026-02-28
15668032,3,17,1661.0,10,0,0,0,0,2026-03-31
15668032,4,27,1131.93,17,0,0,1,0,2026-04-30
15668032,5,16,1364.24,11,0,0,1,1,2026-05-31
15668032,6,28,4697.05,13,2,0,0,0,2026-06-30
15599289,1,7,499.35,15,0,0,1,1,2026-01-31
15599289,2,10,239.04,14,1,0,1,0,2026-02-28
15599289,3,11,506.54,12,0,0,1,0,2026-03-31
15599289,4,9,681.16,9,0,0,1,0,2026-04-30
15599289,5,9,325.78,13,0,1,1,0,2026-05-31
15599289,6,9,644.8,11,0,1,0,0,2026-06-30
15754084,1,16,1456.67,11,0,0,0,0,2026-01-31
15754084,2,16,1249.62,12,1,0,1,1,2026-02-28
15754084,3,22,2277.0,6,1,0,1,0,2026-03-31
15754084,4,19,464.61,12,0,0,1,1,2026-04-30
15754084,5,11,689.79,7,0,1,1,0,2026-05-31
15754084,6,8,383.99,12,1,0,1,0,2026-06-30
15676521,1,11,329.72,19,0,1,1,0,2026-01-31
15676521,2,15,518.1,11,0,1,0,1,2026-02-28
15676521,3,10,1067.97,8,0,0,1,1,2026-03-31
15676521,4,12,446.27,9,0,1,1,0,2026-04-30
15676521,5,9,251.97,7,0,0,1,0,2026-05-31
15676521,6,7,283.56,6,0,0,1,0,2026-06-30
15804586,1,6,236.88,7,0,0,1,0,2026-01-31
15804586,2,3,235.52,9,0,1,1,0,2026-02-28
15804586,3,2,289.87,6,0,0,1,0,2026-03-31
15804586,4,4,59.17,4,2,0,1,0,2026-04-30
15804586,5,2,113.23,3,2,1,1,0,2026-05-31
15804586,6,4,180.56,6,1,1,0,0,2026-06-30
15781465,1,6,1285.86,11,0,0,1,1,2026-01-31
15781465,2,11,1112.2,10,2,0,1,0,2026-02-28
15781465,3,12,1216.32,13,0,0,1,0,2026-03-31
15781465,4,10,743.73,7,1,0,1,0,2026-04-30
15781465,5,8,561.33,10,0,1,1,1,2026-05-31
15781465,6,7,431.04,9,0,1,0,0,2026-06-30
15729362,1,9,449.59,6,1,0,0,0,2026-01-31
15729362,2,12,403.76,7,0,0,0,0,2026-02-28
15729362,3,9,275.64,10,0,1,1,0,2026-03-31
15729362,4,3,265.23,21,1,1,1,0,2026-04-30
15729362,5,15,1468.63,11,0,0,0,0,2026-05-31
15729362,6,6,496.07,8,2,0,0,1,2026-06-30
15709295,1,15,344.63,11,0,1,0,0,2026-01-31
15709295,2,16,820.3,14,1,0,1,0,2026-02-28
15709295,3,15,1339.81,12,1,0,1,1,2026-03-31
15709295,4,17,867.44,16,0,1,1,0,2026-04-30
15709295,5,22,1381.91,10,0,0,1,0,2026-05-31
15709295,6,20,1145.55,12,2,0,0,1,2026-06-30
15745324,1,9,779.68,7,0,0,1,0,2026-01-31
15745324,2,6,126.78,8,3,0,1,0,2026-02-28
15745324,3,9,490.19,14,0,1,1,0,2026-03-31
15745324,4,11,916.34,14,1,0,1,0,2026-04-30
15745324,5,10,477.59,13,0,1,1,0,2026-05-31
15745324,6,13,777.46,12,0,0,1,0,2026-06-30
15741336,1,9,489.19,9,0,1,1,1,2026-01-31
15741336,2,10,668.59,4,2,0,1,0,2026-02-28
15741336,3,6,144.03,7,0,1,0,0,2026-03-31
15741336,4,3,222.01,8,0,1,1,1,2026-04-30
15741336,5,1,112.8,4,3,1,1,0,2026-05-31
15741336,6,3,147.03,1,0,1,1,0,2026-06-30
15783659,1,16,819.81,8,0,0,1,0,2026-01-31
15783659,2,18,829.92,14,0,1,0,0,2026-02-28
15783659,3,22,1369.82,11,0,1,1,0,2026-03-31
15783659,4,19,800.72,11,1,1,1,0,2026-04-30
15783659,5,11,487.24,12,1,1,1,0,2026-05-31
15783659,6,14,778.56,8,1,1,1,0,2026-06-30
15620981,1,8,390.09,11,1,1,0,0,2026-01-31
15620981,2,8,150.81,11,0,1,1,0,2026-02-28
15620981,3,11,436.94,8,3,1,1,0,2026-03-31
15620981,4,8,408.99,8,0,1,1,0,2026-04-30
15620981,5,7,595.84,6,1,1,1,0,2026-05-31
15620981,6,5,203.55,6,0,1,1,0,2026-06-30
15630328,1,15,650.72,14,3,0,0,0,2026-01-31
15630328,2,15,852.75,13,1,1,0,1,2026-02-28
15630328,3,18,822.32,7,0,0,1,0,2026-03-31
15630328,4,17,809.93,14,1,0,1,0,2026-04-30
15630328,5,16,1050.45,10,0,0,0,0,2026-05-31
15630328,6,8,928.52,12,0,0,1,0,2026-06-30
15785899,1,7,715.81,15,1,0,1,0,2026-01-31
15785899,2,8,602.75,14,1,1,0,0,2026-02-28
15785899,3,11,1801.21,10,0,0,1,0,2026-03-31
15785899,4,12,376.83,13,0,0,0,1,2026-04-30
15785899,5,5,727.31,11,0,1,1,0,2026-05-31
15785899,6,7,302.3,9,0,1,0,0,2026-06-30
15606149,1,18,631.76,9,1,0,1,0,2026-01-31
15606149,2,20,535.21,11,0,0,0,1,2026-02-28
15606149,3,17,1008.26,11,1,0,1,1,2026-03-31
15606149,4,22,1566.69,10,1,0,1,0,2026-04-30
15606149,5,23,2436.69,7,1,1,0,0,2026-05-31
15606149,6,12,582.81,6,0,1,0,0,2026-06-30
15671139,1,12,675.64,13,0,0,1,0,2026-01-31
15671139,2,21,1248.84,5,0,0,1,0,2026-02-28
15671139,3,19,973.14,12,0,0,1,0,2026-03-31
15671139,4,4,324.23,12,0,0,1,0,2026-04-30
15671139,5,18,535.13,9,0,0,1,0,2026-05-31
15671139,6,12,329.8,9,0,1,0,0,2026-06-30
15660429,1,14,1003.15,14,0,0,0,1,2026-01-31
15660429,2,12,1388.94,13,0,0,1,0,2026-02-28
15660429,3,8,628.28,6,0,1,0,1,2026-03-31
15660429,4,7,1421.23,9,3,0,1,1,2026-04-30
15660429,5,7,670.67,6,1,0,1,1,2026-05-31
15660429,6,7,806.1,9,0,1,1,0,2026-06-30
15571002,1,12,805.0,10,0,0,1,1,2026-01-31
15571002,2,6,407.54,15,0,1,0,0,2026-02-28
15571002,3,3,334.02,8,0,0,1,1,2026-03-31
15571002,4,9,897.03,6,0,1,1,0,2026-04-30
15571002,5,1,217.56,6,0,1,1,0,2026-05-31
15571002,6,6,219.0,8,0,0,1,0,2026-06-30
15631681,1,18,555.65,7,1,0,1,0,2026-01-31
15631681,2,21,1103.97,11,0,0,0,1,2026-02-28
15631681,3,13,781.2,13,0,0,1,0,2026-03-31
15631681,4,10,1759.79,11,0,0,1,0,2026-04-30
15631681,5,16,2250.37,12,0,1,0,0,2026-05-31
15631681,6,17,664.81,9,1,0,0,0,2026-06-30
15731522,1,29,1196.78,14,0,0,1,0,2026-01-31
15731522,2,21,1264.26,20,0,1,0,0,2026-02-28
15731522,3,13,1201.38,5,1,1,1,1,2026-03-31
15731522,4,21,3123.44,12,2,1,1,0,2026-04-30
15731522,5,10,748.96,11,0,0,0,0,2026-05-31
15731522,6,23,1790.08,7,0,0,1,0,2026-06-30
15619529,1,12,494.42,14,0,0,1,0,2026-01-31
15619529,2,10,669.11,12,1,1,0,0,2026-02-28
15619529,3,9,396.14,13,1,0,1,1,2026-03-31
15619529,4,9,334.46,11,0,0,1,0,2026-04-30
15619529,5,8,518.43,14,0,1,1,0,2026-05-31
15619529,6,5,1120.85,12,0,0,1,0,2026-06-30
15628034,1,15,557.9,7,0,1,1,0,2026-01-31
15628034,2,20,716.99,11,1,0,1,0,2026-02-28
15628034,3,21,1001.68,12,2,0,1,0,2026-03-31
15628034,4,21,1995.66,10,0,1,1,1,2026-04-30
15628034,5,7,724.24,10,1,1,0,1,2026-05-31
